Age,Attrition,AttritionRaw,BusinessTravel,DailyRate,Department,DeptCode,DistanceFromHome,Education,EducationField,EducFieldCode,EnvironmentSatisfaction,Gender,GenderCode,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OvertimeDone,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51,0,No,Travel_Rarely,1178,Sales,Sales,14,2,Life Sciences,LS,3,Female,1,87,3,2,Sales Executive,4,Married,4936,4,Y,No,11,3,3,1,18,2,2,7,7,0,7
36,0,No,Travel_Rarely,329,Research & Development,R&D,2,3,Life Sciences,LS,4,Female,1,96,3,1,Research Scientist,3,Married,2543,4,Y,No,13,3,2,1,6,3,3,2,2,2,2
34,1,Yes,Non-Travel,1362,Sales,Sales,19,3,Marketing,O,1,Male,0,67,4,2,Sales Executive,4,Single,5304,8,Y,Yes,13,3,2,0,9,3,2,5,2,0,4
55,0,No,Travel_Rarely,1311,Research & Development,R&D,2,3,Life Sciences,LS,3,Female,1,97,3,4,Manager,4,Single,16659,2,Y,Yes,13,3,3,0,30,2,3,5,4,1,2
24,0,No,Travel_Rarely,1371,Sales,Sales,10,4,Marketing,O,4,Female,1,77,3,2,Sales Executive,3,Divorced,4260,1,Y,Yes,12,3,4,1,5,2,4,5,2,0,3
30,0,No,Travel_Rarely,202,Sales,Sales,2,1,Technical Degree,O,3,Male,0,72,3,1,Sales Representative,2,Married,2476,1,Y,No,18,3,1,1,1,3,3,1,0,0,0
26,1,Yes,Travel_Frequently,575,Research & Development,R&D,3,1,Technical Degree,O,3,Male,0,73,3,1,Research Scientist,1,Single,3102,0,Y,No,22,4,3,0,7,2,3,6,4,0,4
22,0,No,Travel_Rarely,253,Research & Development,R&D,11,3,Medical,MED,1,Female,1,43,3,1,Research Scientist,2,Married,2244,1,Y,No,13,3,4,1,2,1,3,2,1,1,2
36,0,No,Travel_Rarely,164,Sales,Sales,2,2,Medical,MED,2,Male,0,61,2,3,Sales Executive,3,Married,7596,1,Y,No,13,3,2,2,10,2,3,10,9,9,0
30,1,Yes,Travel_Frequently,464,Research & Development,R&D,4,3,Technical Degree,O,3,Male,0,40,3,1,Research Scientist,4,Single,2285,9,Y,Yes,23,4,3,0,3,4,3,1,0,0,0
37,0,No,Travel_Rarely,1107,Research & Development,R&D,14,3,Life Sciences,LS,4,Female,1,95,3,1,Laboratory Technician,1,Divorced,3034,1,Y,No,12,3,3,1,18,2,2,18,7,12,17
40,0,No,Travel_Rarely,759,Sales,Sales,2,2,Marketing,O,4,Female,1,46,3,2,Sales Executive,2,Divorced,5715,7,Y,No,12,3,3,2,8,5,3,5,4,1,3
42,0,No,Travel_Rarely,201,Research & Development,R&D,1,4,Life Sciences,LS,2,Female,1,95,3,1,Laboratory Technician,1,Divorced,2576,3,Y,No,16,3,2,1,8,5,3,5,2,1,2
37,0,No,Travel_Rarely,1305,Research & Development,R&D,10,4,Life Sciences,LS,3,Male,0,49,3,2,Manufacturing Director,2,Single,4197,2,Y,Yes,12,3,4,0,18,2,2,1,0,0,1
43,0,No,Travel_Rarely,982,Research & Development,R&D,12,3,Life Sciences,LS,1,Male,0,59,2,4,Research Director,2,Divorced,14336,1,Y,No,11,3,3,1,25,3,3,25,10,3,9
40,0,No,Travel_Rarely,555,Research & Development,R&D,2,3,Medical,MED,2,Female,1,78,2,2,Laboratory Technician,3,Married,3448,6,Y,No,22,4,2,1,20,3,3,1,0,0,0
54,0,No,Travel_Rarely,821,Research & Development,R&D,5,2,Medical,MED,1,Male,0,86,3,5,Research Director,1,Married,19406,4,Y,No,11,3,3,1,24,4,2,4,2,1,2
34,0,No,Non-Travel,1381,Sales,Sales,4,4,Marketing,O,3,Female,1,72,3,2,Sales Executive,3,Married,6538,9,Y,No,15,3,1,1,6,3,3,3,2,1,2
31,0,No,Travel_Rarely,480,Research & Development,R&D,7,2,Medical,MED,2,Female,1,31,3,2,Manufacturing Director,1,Married,4306,1,Y,No,12,3,2,1,13,5,1,13,10,3,12
43,0,No,Travel_Frequently,313,Research & Development,R&D,21,3,Medical,MED,4,Male,0,61,3,1,Laboratory Technician,4,Married,2258,7,Y,No,20,4,1,1,8,1,3,3,2,1,2
43,0,No,Travel_Rarely,1473,Research & Development,R&D,8,4,Other,O,3,Female,1,74,3,2,Healthcare Representative,3,Divorced,4522,4,Y,Yes,14,3,4,0,8,3,3,5,2,0,2
25,0,No,Travel_Rarely,891,Sales,Sales,4,2,Life Sciences,LS,2,Female,1,99,2,2,Sales Executive,4,Single,4487,1,Y,Yes,11,3,2,0,5,3,3,5,4,1,3
37,0,No,Non-Travel,1063,Research & Development,R&D,25,5,Medical,MED,2,Female,1,72,3,2,Research Scientist,3,Married,4449,3,Y,Yes,15,3,1,2,15,2,3,13,11,10,7
31,0,No,Travel_Rarely,329,Research & Development,R&D,1,2,Life Sciences,LS,4,Male,0,98,2,1,Laboratory Technician,1,Married,2218,1,Y,No,12,3,3,1,4,3,3,4,2,3,2
39,0,No,Travel_Frequently,1218,Research & Development,R&D,1,1,Life Sciences,LS,2,Male,0,52,3,5,Manager,3,Divorced,19197,1,Y,Yes,14,3,3,1,21,3,3,21,8,1,6
56,0,No,Travel_Frequently,906,Sales,Sales,6,3,Life Sciences,LS,3,Female,1,86,4,4,Sales Executive,1,Married,13212,9,Y,No,11,3,4,3,36,0,2,7,7,7,7
30,0,No,Travel_Rarely,1082,Sales,Sales,12,3,Technical Degree,O,2,Female,1,83,3,2,Sales Executive,3,Single,6577,0,Y,No,11,3,2,0,6,6,3,5,4,4,4
41,0,No,Travel_Rarely,645,Sales,Sales,1,3,Marketing,O,2,Male,0,49,4,3,Sales Executive,1,Married,8392,1,Y,No,16,3,3,1,10,2,3,10,7,0,7
28,0,No,Travel_Rarely,1300,Research & Development,R&D,17,2,Medical,MED,3,Male,0,79,3,2,Laboratory Technician,1,Divorced,4558,1,Y,No,12,3,4,1,10,2,3,10,0,1,8
25,1,Yes,Travel_Rarely,688,Research & Development,R&D,3,3,Medical,MED,1,Male,0,91,3,1,Laboratory Technician,1,Married,4031,5,Y,No,13,3,3,1,6,5,3,2,2,0,2
52,0,No,Travel_Rarely,319,Research & Development,R&D,3,3,Medical,MED,4,Male,0,39,2,3,Manufacturing Director,3,Married,7969,2,Y,Yes,14,3,3,0,28,4,3,5,4,0,4
45,0,No,Travel_Rarely,192,Research & Development,R&D,10,2,Life Sciences,LS,1,Male,0,69,3,1,Research Scientist,4,Married,2654,3,Y,No,21,4,4,2,8,3,2,2,2,0,2
52,0,No,Travel_Rarely,1490,Research & Development,R&D,4,2,Life Sciences,LS,4,Female,1,30,3,4,Manager,4,Married,16555,2,Y,No,13,3,4,0,31,2,1,5,2,1,4
42,0,No,Travel_Frequently,532,Research & Development,R&D,29,2,Life Sciences,LS,1,Female,1,92,3,2,Research Scientist,3,Divorced,4556,2,Y,No,11,3,2,1,19,3,3,5,4,0,2
30,0,No,Travel_Rarely,317,Research & Development,R&D,2,3,Life Sciences,LS,3,Female,1,43,1,2,Manufacturing Director,4,Single,6091,2,Y,No,20,4,3,0,11,2,3,5,4,0,2
60,0,No,Travel_Rarely,422,Research & Development,R&D,7,3,Life Sciences,LS,1,Female,1,41,3,5,Manager,1,Married,19566,5,Y,No,11,3,4,0,33,5,1,29,8,11,10
46,0,No,Travel_Rarely,1485,Research & Development,R&D,18,3,Medical,MED,3,Female,1,87,3,2,Manufacturing Director,3,Divorced,4810,2,Y,No,14,3,3,1,19,5,2,10,7,0,8
42,0,No,Travel_Frequently,1368,Research & Development,R&D,28,4,Technical Degree,O,4,Female,1,88,2,2,Healthcare Representative,4,Married,4523,0,Y,No,11,3,4,3,7,4,4,6,5,0,4
24,1,Yes,Travel_Rarely,1448,Sales,Sales,1,1,Technical Degree,O,1,Female,1,62,3,1,Sales Representative,2,Single,3202,1,Y,Yes,16,3,2,0,6,4,3,5,3,1,4
34,1,Yes,Travel_Frequently,296,Sales,Sales,6,2,Marketing,O,4,Female,1,33,1,1,Sales Representative,3,Divorced,2351,0,Y,No,16,3,4,1,3,3,2,2,2,1,0
38,0,No,Travel_Frequently,1490,Research & Development,R&D,2,2,Life Sciences,LS,4,Male,0,42,3,1,Laboratory Technician,4,Married,1702,1,Y,Yes,23,4,3,1,1,3,3,1,0,0,0
40,0,No,Travel_Rarely,1398,Sales,Sales,2,4,Life Sciences,LS,3,Female,1,79,3,5,Manager,3,Married,18041,0,Y,No,14,3,4,0,21,2,3,20,15,1,12
26,0,No,Travel_Rarely,1349,Research & Development,R&D,23,3,Life Sciences,LS,1,Female,1,90,3,1,Research Scientist,4,Divorced,2886,1,Y,No,22,4,2,2,3,3,1,3,2,0,2
30,0,No,Non-Travel,1400,Research & Development,R&D,3,3,Life Sciences,LS,3,Male,0,53,3,1,Laboratory Technician,4,Married,2097,4,Y,No,15,3,3,1,9,3,1,5,3,1,4
29,0,No,Travel_Rarely,986,Research & Development,R&D,3,4,Medical,MED,2,Male,0,93,2,3,Research Director,3,Married,11935,1,Y,No,18,3,3,0,10,2,3,10,2,0,7
29,1,Yes,Travel_Rarely,408,Research & Development,R&D,25,5,Technical Degree,O,3,Female,1,71,2,1,Research Scientist,2,Married,2546,5,Y,No,16,3,2,0,6,2,4,2,2,1,1
19,1,Yes,Travel_Rarely,489,Human Resources,HR,2,2,Technical Degree,O,1,Male,0,52,2,1,Human Resources,4,Single,2564,1,Y,No,12,3,3,0,1,3,4,1,0,0,0
30,0,No,Non-Travel,1398,Sales,Sales,22,4,Other,O,3,Female,1,69,3,3,Sales Executive,1,Married,8412,0,Y,No,11,3,3,0,10,3,3,9,8,7,8
57,0,No,Travel_Rarely,210,Sales,Sales,29,3,Marketing,O,1,Male,0,56,2,4,Manager,4,Divorced,14118,3,Y,No,12,3,3,1,32,3,2,1,0,0,0
50,0,No,Travel_Rarely,1099,Research & Development,R&D,29,4,Life Sciences,LS,2,Male,0,88,2,4,Manager,3,Married,17046,0,Y,No,15,3,2,1,28,2,3,27,10,15,7
30,0,No,Non-Travel,1116,Research & Development,R&D,2,3,Medical,MED,3,Female,1,49,3,1,Laboratory Technician,4,Single,2564,0,Y,No,14,3,3,0,12,2,2,11,7,6,7
60,0,No,Travel_Frequently,1499,Sales,Sales,28,3,Marketing,O,3,Female,1,80,2,3,Sales Executive,1,Married,10266,4,Y,No,19,3,4,0,22,5,4,18,13,13,11
47,0,No,Travel_Rarely,983,Research & Development,R&D,2,2,Medical,MED,1,Female,1,65,3,2,Manufacturing Director,4,Divorced,5070,5,Y,No,13,3,3,3,20,2,3,5,0,0,4
46,0,No,Travel_Rarely,1009,Research & Development,R&D,2,3,Life Sciences,LS,1,Male,0,51,3,4,Research Director,3,Married,17861,6,Y,No,13,3,3,0,26,2,1,3,2,0,1
35,0,No,Travel_Rarely,144,Research & Development,R&D,22,3,Life Sciences,LS,4,Male,0,46,1,1,Laboratory Technician,3,Single,4230,0,Y,No,15,3,3,0,6,2,3,5,4,4,3
54,0,No,Travel_Rarely,548,Research & Development,R&D,8,4,Life Sciences,LS,3,Female,1,42,3,2,Laboratory Technician,3,Single,3780,7,Y,No,11,3,3,0,19,3,3,1,0,0,0
34,0,No,Travel_Rarely,1303,Research & Development,R&D,2,4,Life Sciences,LS,4,Male,0,62,2,1,Research Scientist,3,Divorced,2768,3,Y,No,12,3,3,1,14,3,3,7,3,5,7
46,0,No,Travel_Rarely,1125,Sales,Sales,10,3,Marketing,O,3,Female,1,94,2,3,Sales Executive,4,Married,9071,2,Y,Yes,19,3,3,1,15,3,3,3,2,1,2
31,0,No,Travel_Rarely,1274,Research & Development,R&D,9,1,Life Sciences,LS,3,Male,0,33,3,3,Manufacturing Director,2,Divorced,10648,1,Y,No,25,4,4,1,13,6,4,13,8,0,8
33,1,Yes,Travel_Rarely,1277,Research & Development,R&D,15,1,Medical,MED,2,Male,0,56,3,3,Manager,3,Married,13610,7,Y,Yes,12,3,4,0,15,2,4,7,6,7,7
33,1,Yes,Travel_Rarely,587,Research & Development,R&D,10,1,Medical,MED,1,Male,0,38,1,1,Laboratory Technician,4,Divorced,3408,7,Y,No,13,3,1,3,8,2,3,4,3,1,3
30,0,No,Travel_Rarely,413,Sales,Sales,7,1,Marketing,O,4,Male,0,57,3,1,Sales Representative,2,Single,2983,0,Y,No,14,3,1,0,4,3,3,3,2,1,2
35,0,No,Travel_Rarely,1276,Research & Development,R&D,16,3,Life Sciences,LS,4,Male,0,72,3,3,Healthcare Representative,3,Married,7632,4,Y,Yes,12,3,3,0,10,2,3,8,7,0,0
31,1,Yes,Travel_Frequently,534,Research & Development,R&D,20,3,Life Sciences,LS,1,Male,0,66,3,3,Healthcare Representative,3,Married,9824,3,Y,No,12,3,1,0,12,2,3,1,0,0,0
34,1,Yes,Travel_Frequently,988,Human Resources,HR,23,3,Human Resources,O,2,Female,1,43,3,3,Human Resources,1,Divorced,9950,9,Y,Yes,15,3,3,3,11,2,3,3,2,0,2
42,0,No,Travel_Frequently,1474,Research & Development,R&D,5,2,Other,O,2,Male,0,97,3,1,Laboratory Technician,3,Married,2093,4,Y,No,17,3,4,1,8,4,3,2,2,2,0
36,0,No,Non-Travel,635,Sales,Sales,10,4,Medical,MED,2,Male,0,32,3,3,Sales Executive,4,Single,9980,1,Y,No,14,3,4,0,10,3,2,10,3,9,7
22,1,Yes,Travel_Frequently,1368,Research & Development,R&D,4,1,Technical Degree,O,3,Male,0,99,2,1,Laboratory Technician,3,Single,3894,5,Y,No,16,3,3,0,4,3,3,2,2,1,2
48,0,No,Travel_Rarely,163,Sales,Sales,2,5,Marketing,O,2,Female,1,37,3,2,Sales Executive,4,Married,4051,2,Y,No,14,3,1,1,14,2,3,9,7,6,7
55,0,No,Travel_Rarely,1117,Sales,Sales,18,5,Life Sciences,LS,1,Female,1,83,3,4,Manager,2,Single,16835,3,Y,No,23,4,4,0,37,2,3,10,9,7,7
41,0,No,Non-Travel,267,Sales,Sales,10,2,Life Sciences,LS,4,Male,0,56,3,2,Sales Executive,4,Single,6230,7,Y,No,14,3,4,0,16,3,3,14,3,1,10
35,0,No,Travel_Rarely,619,Sales,Sales,1,3,Marketing,O,2,Male,0,85,3,2,Sales Executive,3,Married,4717,9,Y,No,11,3,3,0,15,2,3,11,9,6,9
40,0,No,Travel_Rarely,302,Research & Development,R&D,6,3,Life Sciences,LS,2,Female,1,75,3,4,Manufacturing Director,3,Single,13237,7,Y,No,15,3,3,0,22,3,3,20,6,5,13
39,0,No,Travel_Frequently,443,Research & Development,R&D,8,1,Life Sciences,LS,3,Female,1,48,3,1,Laboratory Technician,3,Married,3755,1,Y,No,11,3,1,1,8,3,3,8,3,0,7
31,0,No,Travel_Rarely,828,Sales,Sales,2,1,Life Sciences,LS,2,Male,0,77,3,2,Sales Executive,4,Single,6582,4,Y,Yes,13,3,3,0,10,2,4,6,5,0,5
42,0,No,Travel_Rarely,319,Research & Development,R&D,24,3,Medical,MED,4,Male,0,56,3,3,Manufacturing Director,1,Married,7406,1,Y,Yes,21,4,4,1,10,5,2,10,9,5,8
45,0,No,Travel_Rarely,561,Sales,Sales,2,3,Other,O,4,Male,0,61,3,2,Sales Executive,2,Married,4805,0,Y,No,19,3,2,1,9,3,4,8,7,3,7
26,1,Yes,Travel_Frequently,426,Human Resources,HR,17,4,Life Sciences,LS,2,Female,1,58,3,1,Human Resources,3,Divorced,2741,0,Y,Yes,11,3,2,1,8,2,2,7,7,1,0
29,0,No,Travel_Rarely,232,Research & Development,R&D,19,3,Technical Degree,O,4,Male,0,34,3,2,Manufacturing Director,4,Divorced,4262,4,Y,No,12,3,2,2,8,2,4,3,2,1,2
33,0,No,Travel_Rarely,922,Research & Development,R&D,1,5,Medical,MED,1,Female,1,95,4,4,Research Director,3,Divorced,16184,4,Y,No,19,3,3,1,10,2,3,6,1,0,5
31,0,No,Travel_Rarely,688,Sales,Sales,7,3,Life Sciences,LS,3,Male,0,44,2,3,Manager,4,Divorced,11557,9,Y,No,21,4,3,1,10,3,2,5,4,0,1
18,1,Yes,Travel_Frequently,1306,Sales,Sales,5,3,Marketing,O,2,Male,0,69,3,1,Sales Representative,2,Single,1878,1,Y,Yes,14,3,4,0,0,3,3,0,0,0,0
40,0,No,Non-Travel,1094,Sales,Sales,28,3,Other,O,3,Male,0,58,1,3,Sales Executive,1,Divorced,10932,3,Y,No,15,3,3,1,20,2,3,1,0,0,1
41,0,No,Non-Travel,509,Research & Development,R&D,2,4,Other,O,1,Female,1,62,2,2,Healthcare Representative,3,Single,6811,2,Y,Yes,17,3,1,0,10,3,3,8,7,0,7
26,0,No,Travel_Rarely,775,Sales,Sales,29,2,Medical,MED,1,Male,0,45,3,2,Sales Executive,3,Divorced,4306,5,Y,No,12,3,1,2,8,5,3,0,0,0,0
35,0,No,Travel_Rarely,195,Sales,Sales,1,3,Medical,MED,1,Female,1,80,3,2,Sales Executive,3,Single,4859,1,Y,No,16,3,4,0,5,3,3,5,4,0,3
34,0,No,Travel_Rarely,258,Sales,Sales,21,4,Life Sciences,LS,4,Male,0,74,4,2,Sales Executive,4,Single,5337,1,Y,No,12,3,4,0,10,3,3,10,7,5,7
26,1,Yes,Travel_Rarely,471,Research & Development,R&D,24,3,Technical Degree,O,3,Male,0,66,1,1,Laboratory Technician,4,Single,2340,1,Y,Yes,18,3,2,0,1,3,1,1,0,0,0
37,0,No,Travel_Rarely,799,Research & Development,R&D,1,3,Technical Degree,O,2,Female,1,59,3,3,Manufacturing Director,4,Single,7491,4,Y,No,17,3,4,0,12,3,4,6,5,1,2
46,0,No,Travel_Frequently,1034,Research & Development,R&D,18,1,Medical,MED,1,Female,1,86,3,3,Healthcare Representative,3,Married,10527,5,Y,No,11,3,4,0,28,3,2,2,2,1,2
41,0,No,Travel_Rarely,1276,Sales,Sales,2,5,Life Sciences,LS,2,Female,1,91,3,4,Manager,1,Married,16595,7,Y,No,16,3,2,1,22,2,3,18,16,11,8
37,0,No,Non-Travel,142,Sales,Sales,9,4,Medical,MED,1,Male,0,69,3,3,Sales Executive,2,Divorced,8834,1,Y,No,13,3,4,1,9,6,3,9,5,7,7
52,0,No,Travel_Rarely,956,Research & Development,R&D,6,2,Technical Degree,O,4,Male,0,78,3,2,Research Scientist,1,Divorced,5577,3,Y,Yes,12,3,2,2,18,3,3,10,9,6,9
32,1,Yes,Non-Travel,1474,Sales,Sales,11,4,Other,O,4,Male,0,60,4,2,Sales Executive,3,Married,4707,8,Y,No,12,3,4,0,6,2,3,4,2,1,2
24,0,No,Travel_Frequently,535,Sales,Sales,24,3,Medical,MED,4,Male,0,38,3,1,Sales Representative,4,Married,2400,0,Y,No,13,3,3,2,3,3,3,2,2,2,1
38,0,No,Travel_Rarely,1495,Research & Development,R&D,10,3,Medical,MED,3,Female,1,76,3,2,Healthcare Representative,3,Married,9824,3,Y,No,19,3,3,1,18,4,3,1,0,0,0
37,0,No,Travel_Rarely,446,Research & Development,R&D,1,4,Life Sciences,LS,2,Female,1,65,3,2,Manufacturing Director,2,Married,6447,6,Y,No,12,3,2,1,8,2,2,6,5,4,3
49,0,No,Travel_Rarely,1245,Research & Development,R&D,18,4,Life Sciences,LS,4,Male,0,58,2,5,Research Director,3,Divorced,19502,1,Y,Yes,17,3,3,1,31,5,3,31,9,0,9
24,0,No,Travel_Rarely,691,Research & Development,R&D,23,3,Medical,MED,2,Male,0,89,4,1,Research Scientist,4,Married,2725,1,Y,Yes,11,3,2,2,6,3,3,6,5,1,4
26,0,No,Travel_Rarely,703,Sales,Sales,28,2,Marketing,O,1,Male,0,66,3,2,Sales Executive,2,Married,6272,1,Y,No,20,4,4,2,6,5,4,5,3,1,4
24,0,No,Travel_Rarely,823,Research & Development,R&D,17,2,Other,O,4,Male,0,94,2,1,Laboratory Technician,2,Married,2127,1,Y,No,21,4,4,1,1,2,3,1,0,0,0
50,0,No,Travel_Frequently,1246,Human Resources,HR,3,3,Medical,MED,1,Male,0,99,3,5,Manager,2,Married,18200,1,Y,No,11,3,3,1,32,2,3,32,5,10,7
25,0,No,Travel_Rarely,622,Sales,Sales,13,1,Medical,MED,2,Male,0,40,3,1,Sales Representative,3,Married,2096,1,Y,No,11,3,3,0,7,1,3,7,4,0,6
24,1,Yes,Travel_Frequently,1287,Research & Development,R&D,7,3,Life Sciences,LS,1,Female,1,55,3,1,Laboratory Technician,3,Married,2886,1,Y,Yes,16,3,4,1,6,4,3,6,3,1,2
30,1,Yes,Travel_Frequently,448,Sales,Sales,12,4,Life Sciences,LS,2,Male,0,74,2,1,Sales Representative,1,Married,2033,1,Y,No,18,3,3,1,1,2,4,1,0,0,0
34,0,No,Travel_Rarely,254,Research & Development,R&D,1,2,Life Sciences,LS,2,Male,0,83,2,1,Research Scientist,4,Married,3622,1,Y,Yes,13,3,4,1,6,3,3,6,5,1,3
31,1,Yes,Travel_Rarely,1365,Sales,Sales,13,4,Medical,MED,2,Male,0,46,3,2,Sales Executive,1,Divorced,4233,2,Y,No,17,3,3,0,9,2,1,3,1,1,2
35,0,No,Travel_Rarely,538,Research & Development,R&D,25,2,Other,O,1,Male,0,54,2,2,Laboratory Technician,4,Single,3681,4,Y,No,14,3,4,0,9,3,3,3,2,0,2
31,0,No,Travel_Rarely,525,Sales,Sales,6,4,Medical,MED,1,Male,0,66,4,2,Sales Executive,4,Divorced,5460,4,Y,No,22,4,4,2,13,4,4,7,7,5,7
27,0,No,Travel_Rarely,798,Research & Development,R&D,6,4,Medical,MED,1,Female,1,66,2,1,Research Scientist,3,Divorced,2187,0,Y,No,12,3,3,2,6,5,2,5,3,0,3
37,0,No,Travel_Rarely,558,Sales,Sales,2,3,Marketing,O,4,Male,0,75,3,2,Sales Executive,3,Married,9602,4,Y,Yes,11,3,3,1,17,3,2,3,0,1,0
20,0,No,Travel_Rarely,959,Research & Development,R&D,1,3,Life Sciences,LS,4,Female,1,83,2,1,Research Scientist,2,Single,2836,1,Y,No,13,3,4,0,1,0,4,1,0,0,0
42,0,No,Travel_Rarely,622,Research & Development,R&D,2,4,Life Sciences,LS,3,Female,1,81,3,2,Healthcare Representative,4,Married,4089,1,Y,No,13,3,2,2,10,4,3,10,2,2,2
43,0,No,Travel_Rarely,782,Research & Development,R&D,6,4,Other,O,2,Male,0,50,2,4,Research Director,4,Divorced,16627,4,Y,Yes,14,3,3,1,21,3,2,1,0,0,0
38,0,No,Travel_Rarely,362,Research & Development,R&D,1,1,Life Sciences,LS,3,Female,1,43,3,1,Research Scientist,1,Single,2619,3,Y,No,17,3,4,0,8,3,2,0,0,0,0
43,0,No,Travel_Frequently,1001,Research & Development,R&D,9,5,Medical,MED,4,Male,0,72,3,2,Laboratory Technician,3,Divorced,5679,3,Y,Yes,13,3,2,1,10,3,3,8,7,4,7
48,0,No,Travel_Rarely,1236,Research & Development,R&D,1,4,Life Sciences,LS,4,Female,1,40,2,4,Manager,1,Married,15402,7,Y,No,11,3,1,1,21,3,1,3,2,0,2
44,0,No,Travel_Rarely,1112,Human Resources,HR,1,4,Life Sciences,LS,1,Female,1,50,2,2,Human Resources,3,Single,5985,4,Y,No,11,3,2,0,10,1,4,2,2,0,2
34,0,No,Travel_Rarely,204,Sales,Sales,14,3,Technical Degree,O,3,Female,1,31,3,1,Sales Representative,3,Divorced,2579,1,Y,Yes,18,3,4,2,8,3,3,8,2,0,6
27,1,Yes,Travel_Rarely,1420,Sales,Sales,2,1,Marketing,O,3,Male,0,85,3,1,Sales Representative,1,Divorced,3041,0,Y,No,11,3,2,1,5,3,3,4,3,0,2
21,0,No,Travel_Rarely,1343,Sales,Sales,22,1,Technical Degree,O,3,Male,0,49,3,1,Sales Representative,3,Single,3447,1,Y,No,11,3,3,0,3,2,3,3,2,1,2
44,0,No,Travel_Rarely,1315,Research & Development,R&D,3,4,Other,O,4,Male,0,35,3,5,Manager,4,Married,19513,4,Y,Yes,12,3,1,1,26,2,4,2,2,0,1
22,0,No,Travel_Rarely,604,Research & Development,R&D,6,1,Medical,MED,1,Male,0,69,3,1,Research Scientist,3,Married,2773,0,Y,No,20,4,4,0,3,3,3,2,2,2,2
33,0,No,Travel_Rarely,1216,Sales,Sales,8,4,Marketing,O,3,Male,0,39,3,2,Sales Executive,3,Divorced,7104,0,Y,No,12,3,4,0,6,3,3,5,0,1,2
32,0,No,Travel_Rarely,646,Research & Development,R&D,9,4,Life Sciences,LS,1,Female,1,92,3,2,Research Scientist,4,Married,6322,1,Y,Yes,12,3,4,1,6,2,2,6,4,0,5
30,0,No,Travel_Frequently,160,Research & Development,R&D,3,3,Medical,MED,3,Female,1,71,3,1,Research Scientist,3,Divorced,2083,1,Y,No,20,4,3,1,1,2,3,1,0,0,0
53,0,No,Travel_Rarely,238,Sales,Sales,1,1,Medical,MED,4,Female,1,34,3,2,Sales Executive,1,Single,8381,7,Y,No,20,4,4,0,18,2,4,14,7,8,10
34,0,No,Travel_Rarely,1397,Research & Development,R&D,1,5,Life Sciences,LS,2,Male,0,42,3,1,Research Scientist,4,Married,2691,1,Y,No,12,3,4,1,10,4,2,10,9,8,8
45,1,Yes,Travel_Frequently,306,Sales,Sales,26,4,Life Sciences,LS,1,Female,1,100,3,2,Sales Executive,1,Married,4286,2,Y,No,14,3,4,2,5,4,3,1,1,0,0
26,0,No,Travel_Rarely,991,Research & Development,R&D,6,3,Life Sciences,LS,3,Female,1,71,3,1,Laboratory Technician,4,Married,2659,1,Y,Yes,13,3,3,1,3,2,3,3,2,0,2
37,0,No,Travel_Rarely,482,Research & Development,R&D,3,3,Other,O,3,Male,0,36,3,3,Manufacturing Director,3,Married,9434,1,Y,No,15,3,3,1,10,2,3,10,7,7,8
29,0,No,Travel_Rarely,1176,Sales,Sales,3,2,Medical,MED,2,Female,1,62,3,2,Sales Executive,3,Married,5561,1,Y,No,14,3,1,1,6,5,2,6,0,1,2
35,0,No,Travel_Rarely,1017,Research & Development,R&D,6,4,Life Sciences,LS,2,Male,0,82,1,2,Research Scientist,4,Single,6646,1,Y,No,13,3,2,0,17,3,3,17,11,11,8
33,0,No,Travel_Frequently,1296,Research & Development,R&D,6,3,Life Sciences,LS,3,Male,0,30,3,2,Healthcare Representative,4,Divorced,7725,3,Y,No,23,4,3,1,15,2,1,13,11,4,7
54,0,No,Travel_Rarely,397,Human Resources,HR,19,4,Medical,MED,3,Male,0,88,3,3,Human Resources,2,Married,10725,2,Y,No,15,3,3,1,16,1,4,9,7,7,1
36,0,No,Travel_Rarely,913,Research & Development,R&D,9,2,Medical,MED,2,Male,0,48,2,2,Manufacturing Director,2,Divorced,8847,2,Y,Yes,11,3,3,1,13,2,3,3,2,0,2
27,0,No,Travel_Rarely,1115,Research & Development,R&D,3,4,Medical,MED,1,Male,0,54,2,1,Research Scientist,4,Single,2045,0,Y,No,13,3,4,0,5,0,3,4,2,1,1
20,1,Yes,Travel_Rarely,1362,Research & Development,R&D,10,1,Medical,MED,4,Male,0,32,3,1,Research Scientist,3,Single,1009,1,Y,Yes,11,3,4,0,1,5,3,1,0,1,1
33,1,Yes,Travel_Frequently,1076,Research & Development,R&D,3,3,Life Sciences,LS,1,Male,0,70,3,1,Research Scientist,1,Single,3348,1,Y,Yes,11,3,1,0,10,3,3,10,8,9,7
35,0,No,Non-Travel,727,Research & Development,R&D,3,3,Life Sciences,LS,3,Male,0,41,2,1,Laboratory Technician,3,Married,1281,1,Y,No,18,3,3,2,1,3,3,1,0,0,0
23,0,No,Travel_Rarely,885,Research & Development,R&D,4,3,Medical,MED,1,Male,0,58,4,1,Research Scientist,1,Married,2819,2,Y,No,16,3,1,1,5,3,4,3,2,0,2
